id,flag,gdr_cd,age,mrg_situ_cd,edu_deg_cd,acdm_deg_cd,deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,atdd_type,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U26002,0,M,38,A,B,30,,0,0,0,1,1,1,0,0,-1,1,2,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,0,3,1,1,2844,4139,10
U25953,0,M,63,B,F,G,,10,0,0,1,0,0,0,0,1063,0,-1,2,1,3,5,3,0,0,0,0,0,0,0,0,0,20,1,4,0,3,2,1,3954,2952,20
U25927,0,M,42,A,B,Z,B,0,0,0,1,1,1,1,1,258,0,-1,-1,1,1,-1,3,3,0,0,0,0,1,0,0,0,20,1,3,0,5,2,1,3769,5174,10
U25910,0,M,41,B,D,Z,A,0,0,0,1,1,1,1,0,1174,0,-1,-1,1,3,5,2,0,0,0,0,0,1,6,0,1,20,1,5,0,7,5,3,3664,4809,40
U25812,0,F,37,A,K,G,,1,0,0,1,0,0,0,1,1179,0,-1,3,1,3,3,4,3,0,0,0,0,0,0,0,0,10,0,0,0,2,2,1,2827,2657,20
U25795,0,F,52,B,B,30,,8,0,1,1,0,1,0,0,-1,1,3,3,1,2,5,3,0,3,0,0,0,0,0,0,0,20,0,0,0,3,1,1,2666,2005,10
U25622,0,F,36,B,B,30,~,4,0,0,1,1,1,0,1,1181,1,3,1,1,3,3,4,3,0,11,0,0,0,0,0,0,20,1,3,0,3,1,1,1890,616,20
U25466,0,M,44,B,B,30,,19,0,0,1,0,0,0,0,1209,1,3,2,4,4,9,3,0,0,0,0,0,0,0,0,0,20,0,0,,3,2,2,3561,2652,20
U25443,0,F,32,B,F,G,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,1,5,0,0,0,0,0,0,0,0,0,20,1,2,0,2,1,2,3007,3044,10
U25322,0,F,61,B,,Z,,1,0,0,1,0,0,0,0,572,1,2,-1,1,1,2,4,0,0,1,0,0,0,0,0,0,10,1,1,0,3,4,1,5955,4533,20
U25271,0,F,51,B,C,Z,,3,0,0,1,1,1,0,0,867,1,2,-1,1,1,4,2,0,0,0,0,0,1,4,0,0,20,1,5,0,7,3,1,3579,4595,20
U25241,0,F,38,B,K,G,Z,0,0,1,1,0,0,0,0,-1,0,-1,3,1,3,-1,2,0,0,0,0,0,1,0,0,3,20,1,5,0,7,8,2,6102,4047,40
U25237,0,M,38,B,B,30,,10,0,0,1,1,1,0,0,-1,0,-1,4,1,3,10,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,1,2,1783,1258,10
U25055,0,M,42,B,C,31,,0,0,0,1,0,1,0,0,1172,1,3,4,5,5,11,3,0,4,5,0,0,0,0,0,0,20,1,5,0,7,3,1,5031,3287,20
U24978,0,F,43,B,Z,Z,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,7,4,0,0,0,0,0,0,0,0,0,20,1,2,0,4,1,2,4624,19,10
U24930,0,F,36,A,B,30,~,0,0,0,1,1,0,0,0,-1,0,-1,4,1,1,-1,3,0,0,0,0,0,0,0,0,0,10,1,4,0,6,1,1,4386,3682,20
U24878,0,F,55,B,F,G,,0,0,1,1,1,0,0,0,-1,1,2,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,2,0,1,2,2,4107,4108,20
U24852,0,F,36,B,C,31,~,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,0,0,0,0,10,1,1,0,6,1,1,3932,4260,10
U24835,0,F,53,B,F,G,,28,0,0,1,0,0,0,0,-1,1,3,1,1,3,6,2,0,51,6,0,0,0,0,0,0,20,1,3,0,7,2,1,3810,2572,20
U24663,0,M,45,B,B,30,,1,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,1,4,0,0,20,1,5,0,5,4,1,3712,4168,10
U24611,0,M,48,O,Z,Z,B,0,0,0,1,1,0,0,1,46,0,-1,-1,1,2,3,6,5,0,0,0,0,0,0,0,0,20,1,3,0,5,2,2,5834,1584,20
U24552,0,M,38,A,~,Z,~,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,23,1,5,1,7,2,4,4795,4839,20
U24513,0,F,49,B,C,31,~,15,1,1,1,1,0,0,0,-1,1,4,5,1,5,-1,3,0,21,0,0,0,0,0,0,0,10,1,4,0,6,11,1,6353,4625,40
U24486,0,F,54,B,A,C,,8,1,1,1,1,0,1,0,-1,1,3,3,8,7,7,2,0,13,1,0,0,1,4,0,0,40,1,5,0,7,13,1,6339,4625,40
U24306,0,M,37,A,B,30,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,4,3,0,0,0,0,0,0,0,0,0,20,1,5,,7,1,1,5697,2183,10
U24295,0,F,37,B,B,30,A,7,1,1,1,1,1,1,0,-1,0,-1,-1,1,2,8,2,0,0,0,0,0,1,8,0,4,30,1,5,0,7,5,1,2812,3925,20
U24270,0,F,38,A,C,31,~,3,0,0,1,1,0,0,0,-1,1,2,-1,1,3,-1,4,0,0,1,0,0,0,0,0,0,10,0,3,0,3,1,3,5667,5051,20
U24190,0,M,39,B,A,C,,0,0,0,1,1,1,0,1,367,1,3,3,1,5,3,2,7,16,6,0,0,0,0,0,0,20,1,5,0,7,1,2,1662,1419,40
U24099,0,M,40,A,B,30,~,0,0,0,1,1,1,0,1,1172,0,-1,-1,1,4,1,2,6,0,0,0,0,0,0,0,0,35,1,4,0,8,3,2,6317,5082,10
U23920,0,M,51,B,K,Z,~,8,1,1,1,1,0,0,0,-1,1,3,4,7,6,3,2,0,99,0,0,0,0,0,0,0,20,1,5,0,7,1,1,243,5416,40
U23775,0,F,37,A,C,31,~,3,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,4,1,1,3018,3287,10
U23760,0,M,47,B,B,30,A,0,1,1,1,1,1,0,0,-1,1,4,4,1,3,-1,1,0,0,0,0,0,1,9,0,0,55,1,5,0,8,8,3,3840,682,40
U23758,0,M,36,B,B,30,,4,0,0,1,1,0,0,0,-1,1,5,4,5,4,2,3,0,0,1,0,0,0,0,0,0,20,1,4,0,3,1,1,1034,874,10
U23542,0,M,38,A,B,30,~,0,0,0,1,1,0,0,0,1278,0,-1,-1,1,3,-1,3,0,0,0,0,0,1,4,0,0,20,1,3,0,6,3,3,4000,3986,20
U23499,0,M,40,A,B,Z,~,5,0,1,1,1,1,0,0,924,0,-1,-1,4,5,8,2,0,0,0,0,0,0,0,0,0,10,1,5,0,8,4,2,6847,4533,20
U23328,0,F,38,B,B,30,~,0,0,0,1,1,1,0,1,1190,1,3,3,1,3,5,2,5,0,2,0,0,1,4,0,0,40,1,5,0,8,3,2,6805,2729,20
U23005,0,F,40,A,B,30,,5,0,0,1,0,1,0,0,769,1,2,2,1,2,-1,3,0,0,14,0,0,0,0,0,0,20,1,3,0,7,2,1,4691,4778,20
U23004,0,F,39,A,A,C,,0,0,0,1,0,0,0,0,-1,1,4,5,3,5,8,3,0,0,4,0,0,0,0,0,0,20,1,3,0,5,1,1,4689,5325,20
U22700,0,F,36,B,Z,Z,~,3,0,0,1,0,0,0,0,-1,1,1,1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,3,0,7,1,2,614,612,10
U22632,0,F,39,A,B,G,~,0,0,0,1,0,0,0,0,-1,0,-1,6,1,3,8,3,0,0,0,0,0,0,0,0,0,10,1,1,0,2,3,1,3491,3986,20
U22450,0,M,41,B,C,31,Z,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,1,8,0,3,20,0,2,1,4,17,1,2397,1959,20
U22401,0,M,40,A,B,30,~,0,0,0,1,1,1,0,1,1179,1,4,4,5,6,-1,2,5,0,0,1,0,0,0,0,0,25,1,5,0,8,4,4,3702,3560,40
U22393,0,M,54,A,A,C,C,0,0,1,1,1,1,1,1,1145,1,4,4,1,6,6,6,7,7,0,0,2,1,6,0,0,20,0,0,0,8,13,3,6724,6086,40
U22268,0,M,47,B,B,Z,~,1,0,0,1,1,1,0,0,-1,1,3,2,1,5,-1,3,0,17,1,0,0,0,0,0,0,10,1,5,0,7,1,2,7005,4564,10
U22204,0,M,43,B,B,Z,B,6,1,1,1,1,1,1,0,-1,1,3,5,6,5,-1,6,0,0,0,0,0,1,0,0,18,20,1,5,0,7,7,1,6866,4533,20
U22036,0,F,41,B,F,G,~,0,0,0,1,1,1,0,1,503,0,-1,-1,1,2,-1,2,3,0,0,0,0,0,0,0,0,20,1,5,0,7,1,2,3455,2481,10
U21967,0,M,49,B,B,30,~,18,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,2,2,0,0,0,0,0,1,5,0,0,20,1,5,0,8,23,3,2585,3378,10
U21963,0,F,42,B,C,31,~,0,0,0,1,1,0,0,0,-1,1,3,4,1,5,10,3,0,3,0,0,0,0,0,0,0,20,1,3,,4,2,2,2522,919,20
U21864,0,M,38,B,B,30,B,0,0,0,1,1,0,1,0,-1,1,2,2,5,4,1,3,0,0,0,0,0,1,0,0,0,20,1,3,0,7,5,1,3861,3833,40
U21814,0,M,54,B,F,Z,~,10,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,2,0,8,2,3,749,3986,10
U21769,0,F,38,B,B,Z,~,3,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,3,5,0,0,0,0,0,0,0,0,0,-1,0,0,0,3,1,1,4459,4778,10
U21706,0,M,47,B,B,30,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,1,5,0,0,0,0,0,0,0,0,0,10,1,3,0,3,1,1,4466,490,10
U21701,0,F,42,B,B,30,~,0,0,0,1,1,1,1,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,6,0,0,20,1,4,0,7,4,2,4341,3499,20
U21682,0,M,41,B,K,Z,,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,6,3,0,0,0,0,0,0,0,0,0,20,0,1,0,7,2,1,3404,2355,10
U21621,0,F,50,B,C,31,A,0,0,0,1,1,0,0,1,1176,1,2,4,1,2,2,3,3,0,3,0,0,1,5,0,0,20,1,1,,5,3,1,5952,731,20
U21522,0,M,41,B,C,G,Z,6,1,1,1,1,1,0,1,1203,0,-1,2,1,2,5,3,5,0,0,0,0,1,7,0,0,20,1,1,0,3,3,1,2680,3743,20
U21388,0,M,40,A,C,31,,4,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,3,4,0,0,0,0,0,0,0,0,0,20,1,4,0,4,1,1,2626,4260,20
U21344,0,M,39,A,B,C,,0,0,1,1,1,1,0,0,-1,1,3,3,2,7,-1,6,0,30,0,0,0,0,0,0,0,20,1,1,0,7,5,1,5961,2741,40
U21156,0,F,41,A,C,31,~,1,0,0,1,1,0,1,0,-1,1,1,-1,1,2,-1,4,0,0,1,0,0,1,6,0,0,10,0,0,0,3,2,1,57,33,10
U20940,0,M,35,B,C,31,~,0,1,1,1,1,1,0,0,-1,1,2,2,1,1,-1,6,0,0,0,0,0,1,4,0,0,20,1,5,0,7,3,1,1887,4047,20
U20899,0,F,39,A,B,30,B,1,0,0,1,0,1,1,0,-1,1,3,4,1,5,-1,2,0,7,0,0,0,1,9,0,1,10,0,0,0,8,8,1,5113,2831,40
U20716,0,M,30,B,F,G,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,2,4,0,0,0,0,0,0,0,0,0,20,1,1,0,1,3,2,2924,237,10
U20687,0,F,43,B,B,30,,0,0,0,1,1,1,0,1,1278,0,-1,2,1,2,-1,3,5,0,0,0,0,1,5,0,0,20,1,4,,6,4,1,2562,1990,20
U20618,0,F,33,A,K,Z,,3,0,1,1,0,0,0,0,-1,1,1,-1,1,4,-1,3,0,0,9,0,0,0,0,0,0,10,0,0,,3,2,1,3382,2441,10
U20563,0,M,42,B,K,G,~,1,0,0,1,1,1,0,1,1174,0,-1,-1,1,2,2,5,3,0,0,0,0,0,0,0,0,10,1,3,1,3,1,1,2264,2261,10
U20427,0,M,36,B,Z,Z,~,1,0,0,1,1,0,0,1,679,0,-1,-1,1,2,1,4,5,0,0,0,0,1,3,0,0,10,0,0,,2,1,1,2877,221,20
U20292,0,M,48,B,C,31,,0,0,0,1,1,1,0,1,94,0,-1,-1,1,2,2,3,3,0,0,0,0,0,0,0,0,10,1,3,0,7,2,1,2727,2118,20
U20169,0,M,47,A,A,C,~,0,1,1,1,1,1,0,0,853,1,3,3,1,5,3,2,0,0,0,0,0,1,5,0,4,40,1,5,0,7,4,1,2562,2519,40
U20021,0,M,39,B,Z,Z,~,0,0,1,1,1,1,0,0,1049,0,-1,-1,1,2,6,4,0,0,0,0,0,0,0,0,0,10,1,4,0,2,1,1,2432,724,10
U19835,0,M,45,B,C,31,A,11,0,1,1,1,0,0,0,-1,0,-1,-1,1,3,5,6,0,0,0,0,0,1,5,0,1,10,1,3,0,2,44,1,2326,1761,20
U19725,0,F,38,B,B,30,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,3,0,0,20,1,5,0,7,6,1,5821,3833,20
U19618,0,F,41,B,B,30,,14,0,0,1,1,0,0,1,1190,1,2,-1,1,5,-1,3,5,0,0,0,0,0,0,0,0,10,1,3,0,4,7,1,6908,2385,20
U19293,0,M,51,B,B,30,,26,0,0,1,1,0,0,0,1176,0,-1,-1,1,2,3,4,0,0,0,0,0,0,0,0,0,10,0,1,,3,1,1,5508,856,10
U19274,0,F,40,A,K,Z,~,1,0,1,1,1,0,0,1,1177,0,-1,-1,1,4,-1,3,3,0,0,0,0,0,0,0,0,20,1,2,0,3,1,1,5165,5021,10
U19272,0,F,31,A,A,C,,0,0,0,1,1,1,0,1,1190,0,-1,2,1,4,3,5,6,0,0,0,0,0,0,0,0,20,0,1,0,3,3,1,5109,1750,10
U19248,0,M,47,B,C,31,,23,0,0,1,1,1,0,0,1278,0,-1,-1,1,2,3,3,0,0,0,0,0,0,0,0,0,10,1,5,0,6,2,1,4395,1032,20
U19188,0,F,45,B,C,31,,1,0,0,1,1,0,0,0,901,0,-1,2,1,5,-1,3,0,0,0,0,0,0,0,0,0,20,0,1,0,6,2,1,4714,4199,20
U19104,0,F,34,B,B,30,~,0,1,1,1,1,1,0,0,532,1,4,3,3,7,6,2,0,20,163,0,0,1,5,0,0,25,1,5,0,8,4,4,2800,2631,40
U19079,0,M,57,B,C,30,A,23,1,1,1,0,1,0,0,-1,1,3,3,7,7,-1,2,0,1,4,0,0,0,0,0,0,20,1,3,0,6,6,1,6716,3925,40
U19015,0,F,57,B,B,Z,B,3,0,1,1,0,0,0,0,-1,1,4,5,4,7,6,2,0,1,1,0,0,0,0,0,0,40,1,3,0,7,4,1,6121,5813,40
U18966,0,F,44,B,B,G,B,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,5,0,0,35,1,4,0,8,52,4,4619,2922,40
U18949,0,F,47,B,B,30,B,13,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,1,0,0,2,10,0,1,0,5,16,1,2197,4047,10
U18837,0,M,39,A,A,Z,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,4,0,3,2,4,5158,3894,10
U18751,0,M,44,B,B,30,B,0,0,0,1,1,1,0,1,1204,1,2,2,1,5,-1,3,3,10,1,0,0,0,0,0,0,10,1,3,0,4,1,1,3013,4809,20
U18644,0,F,39,A,C,Z,~,0,0,1,1,1,1,0,1,102,0,-1,-1,1,2,-1,4,2,0,0,0,0,0,0,0,0,20,1,5,0,3,1,2,107,3621,20
U18626,0,F,43,B,C,31,,0,0,1,1,1,0,0,1,1020,0,-1,-1,4,4,3,4,4,0,0,0,0,0,0,0,0,10,1,3,,4,4,1,5965,1500,20
U18503,0,F,36,A,C,31,,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,4,-1,3,0,0,0,0,0,0,0,0,0,10,1,4,0,4,1,1,4568,4595,10
U18406,0,M,37,B,C,31,~,0,0,1,1,1,1,0,0,602,1,2,-1,4,4,-1,3,0,0,136,0,0,0,0,0,0,10,1,3,0,3,1,1,4734,441,10
U18311,0,F,41,B,C,31,A,3,0,0,1,0,1,1,0,-1,1,2,-1,6,4,-1,3,0,0,3,0,0,1,5,0,0,10,1,3,0,4,4,1,4295,4291,10
U18291,0,F,40,B,B,30,,7,0,1,1,0,1,0,1,567,1,3,6,5,5,-1,2,5,0,0,0,0,0,0,0,0,10,1,1,0,8,2,3,4509,4717,20
U18248,0,F,48,B,C,31,~,0,0,0,1,1,0,0,0,-1,1,3,3,2,4,-1,3,0,1,0,0,0,0,0,0,0,10,1,1,0,3,1,1,4112,4108,20
U18178,0,F,36,A,A,C,~,0,0,0,1,1,1,0,0,-1,1,5,4,1,5,10,6,0,2,0,0,0,0,0,0,0,20,1,4,0,5,2,1,6029,3195,20
U17851,0,M,38,A,B,30,A,2,0,0,1,1,1,0,0,-1,1,3,2,1,4,-1,2,0,1,0,0,0,0,0,0,0,10,1,5,0,7,2,1,3240,3774,20
U17770,0,M,52,B,C,31,~,26,1,1,1,1,1,0,1,1200,1,3,1,1,4,3,3,4,0,1,0,0,0,0,0,0,20,1,3,,3,2,1,2761,260,20
U17733,0,M,40,B,L,D,~,2,0,0,1,1,0,0,0,-1,1,2,-1,1,1,-1,-1,0,0,1,0,0,1,5,0,0,10,0,0,0,4,1,1,21,3468,20
U17729,0,M,44,B,A,C,,5,1,1,1,1,1,0,0,1193,0,-1,-1,1,4,1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,1,1,2517,4990,10
U17654,0,M,38,B,B,30,Z,11,0,0,1,1,1,0,1,1209,1,4,3,1,5,11,2,4,19,0,0,0,1,5,0,0,10,0,0,,3,85,1,2440,1026,20
U17574,0,M,74,B,B,30,B,18,0,1,1,1,0,0,0,-1,1,9,10,3,8,-1,1,0,15,2,0,0,0,0,0,0,20,1,2,0,7,5,1,8588,4444,80
U17517,0,F,52,B,B,30,A,0,0,1,1,1,0,0,0,676,1,3,1,2,5,10,3,0,0,0,1,0,1,0,0,0,20,0,0,0,5,4,1,5373,3072,20
U17417,0,M,49,B,A,C,A,3,0,0,1,1,1,1,1,1188,1,5,3,5,8,3,6,7,64,4,0,0,1,0,0,0,20,1,3,0,7,16,2,8217,5478,60
U17377,0,F,51,A,B,30,B,0,1,1,1,1,1,1,1,48,0,-1,4,1,4,10,2,7,0,0,0,0,1,5,0,0,25,1,5,0,8,29,2,5863,5629,40
U17328,0,F,44,B,C,Z,A,1,0,0,1,1,1,1,0,-1,1,3,3,1,7,11,5,0,6,0,0,0,1,0,0,1,10,1,4,0,4,5,3,7224,5416,40
U17272,0,F,40,A,B,Z,~,4,0,0,1,1,1,1,1,1189,1,3,5,1,5,2,2,4,6,70,0,0,1,5,0,0,20,1,5,0,7,7,2,5878,4748,20
U17223,0,F,45,B,K,G,Z,0,0,0,1,1,1,1,1,1179,0,-1,1,6,4,3,2,5,0,0,0,0,1,0,0,27,10,1,5,0,8,4,2,6477,4778,20
U17178,0,M,43,B,B,Z,,6,1,1,1,0,1,1,0,-1,1,4,3,3,8,-1,1,0,15,0,0,0,1,0,0,0,10,1,4,0,7,6,2,7048,5508,40
U17177,0,M,46,A,B,Z,,0,1,1,1,1,1,1,0,-1,0,-1,-1,1,2,6,2,0,0,0,0,0,1,0,0,0,35,1,5,,8,1,5,4038,2296,10
U17152,0,F,63,B,C,31,A,0,0,0,1,1,0,1,1,164,0,-1,3,6,6,7,2,5,0,0,0,0,1,0,0,0,20,1,4,0,7,4,1,7011,5508,20
U17120,0,M,48,B,B,30,B,3,1,1,1,1,1,1,0,-1,1,4,4,8,7,-1,6,0,0,0,0,0,1,0,0,28,20,1,5,1,8,8,6,8213,6025,40
U17057,0,M,45,B,B,Z,B,5,0,0,1,1,1,0,0,-1,0,-1,3,1,1,4,3,0,0,0,0,0,1,0,0,1,20,1,4,0,6,2,1,5159,5691,20
U17019,0,F,49,A,B,Z,B,0,1,1,1,1,1,1,0,-1,1,2,3,7,7,-1,3,0,0,0,0,0,1,4,0,3,20,1,5,1,8,14,4,7598,5629,40
U16974,0,M,47,B,B,Z,B,6,1,1,1,1,1,0,1,945,0,-1,-1,1,3,-1,2,6,0,0,0,0,1,0,0,0,10,1,5,0,6,6,1,6871,5629,10
U16897,0,M,41,B,F,G,,12,0,0,1,1,0,0,0,-1,1,3,3,1,1,1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,4,2,1,5116,3925,20
U16622,0,M,43,B,B,Z,A,0,0,0,1,1,1,1,0,-1,1,2,2,1,1,-1,6,0,0,0,0,0,1,0,0,4,20,1,3,0,5,3,1,4786,4778,20
U16612,0,M,49,B,B,Z,B,5,0,0,1,1,0,0,0,1049,0,-1,4,1,2,-1,3,0,0,0,0,0,1,5,0,1,20,0,1,1,8,3,2,7710,5082,20
U16611,0,F,43,B,A,Z,C,0,0,0,1,1,1,0,0,-1,1,3,2,4,7,-1,2,0,9,2,0,0,0,0,0,0,25,1,5,0,8,3,3,6401,4898,40
U16458,0,F,45,B,L,Z,,0,0,0,1,1,1,0,1,812,0,-1,-1,1,2,3,4,4,0,0,0,0,0,0,0,0,20,1,3,0,3,1,3,3272,5386,10
U16182,0,M,37,B,A,C,,0,0,0,1,1,0,0,0,869,0,-1,3,1,1,-1,6,0,0,0,0,0,1,2,0,0,20,0,1,0,3,2,2,6023,2364,20
U16101,0,M,45,B,C,31,A,0,0,0,1,1,1,0,0,1204,0,-1,-1,7,7,10,2,0,0,0,0,0,1,5,0,0,30,1,5,0,8,5,1,5869,4839,40
U16069,0,F,63,B,F,G,A,0,0,0,1,0,0,0,0,890,1,3,5,2,9,11,1,0,59,3,2,0,0,0,0,0,25,1,5,0,8,7,3,6825,1120,60
U15393,0,M,54,B,A,C,C,8,0,0,1,1,1,0,1,1208,1,3,1,7,6,-1,2,6,0,1,0,0,0,0,0,0,30,1,5,0,8,2,3,4700,3864,40
U15307,0,F,50,B,F,G,A,3,0,0,1,1,1,0,0,-1,1,2,-1,7,3,8,2,0,0,1,0,0,1,4,0,13,20,1,5,0,7,3,1,4451,4809,20
U15235,0,F,59,B,B,Z,B,0,0,1,1,1,1,0,0,201,1,3,3,2,7,9,2,0,3,15,0,0,0,0,0,0,20,1,5,0,7,4,2,4718,4564,40
U15228,0,M,40,B,K,31,A,5,1,1,1,1,1,0,0,-1,0,-1,-1,1,4,5,2,0,0,0,0,0,1,8,0,0,20,1,4,0,3,6,1,5100,4168,20
U15110,0,M,63,A,A,C,C,8,0,0,1,1,1,0,0,-1,1,2,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,5,3,4459,4564,40
U15106,0,M,53,B,K,Z,B,2,0,1,1,0,1,0,0,-1,0,-1,-1,7,9,11,1,0,0,0,0,0,0,0,0,0,20,1,3,0,7,9,1,8146,5569,40
U15068,0,F,37,B,B,30,B,0,0,0,1,1,1,1,0,823,1,3,1,3,7,-1,2,0,4,12,0,0,1,8,0,0,20,1,5,,7,5,2,5093,2021,40
U15065,0,F,39,A,C,31,Z,0,1,1,1,1,1,1,0,-1,1,4,3,1,7,9,2,0,3,0,0,0,1,0,0,0,20,1,4,0,7,6,1,4498,4444,40
U15001,0,M,44,A,A,C,C,0,0,0,1,1,1,0,1,1078,1,4,6,1,5,-1,2,7,22,0,0,0,0,0,0,0,20,1,5,0,7,4,2,5041,5113,40
U14959,0,M,36,B,A,C,C,2,0,0,1,1,0,0,0,1278,1,2,-1,1,1,-1,2,0,0,3,0,0,0,0,0,0,10,0,0,0,8,1,1,1359,4505,20
U14955,0,M,50,B,B,30,~,1,0,0,1,0,1,0,0,-1,1,3,2,6,7,-1,2,0,9,0,0,0,0,0,0,0,40,1,5,0,7,2,1,3176,2418,40
U14914,0,F,39,B,B,Z,B,0,0,1,1,1,0,0,0,1137,1,2,4,7,7,-1,2,0,0,21,0,0,0,0,0,0,10,1,2,0,6,6,2,7420,5082,20
U14913,0,M,40,A,F,G,A,0,1,1,1,1,1,0,0,-1,0,-1,-1,6,5,3,2,0,0,0,0,0,0,0,0,0,20,1,3,0,7,2,1,4799,5508,20
U14686,0,F,42,B,B,30,,1,1,1,1,0,0,0,0,257,1,2,3,7,7,-1,2,0,29,0,0,0,0,0,0,0,10,0,0,0,6,4,1,7482,3348,20
U14664,0,M,42,B,B,30,B,10,0,0,1,1,1,0,1,1173,0,-1,-1,1,5,2,2,7,0,0,0,0,1,0,0,0,20,1,5,1,7,4,4,6159,3925,20
U14553,0,F,49,B,B,30,A,17,0,0,1,1,1,0,0,749,1,3,3,4,5,10,3,0,27,0,0,0,1,4,0,0,20,1,5,0,6,4,2,6872,3256,20
U14392,0,M,40,B,Z,Z,~,0,0,0,1,0,1,0,0,-1,0,-1,4,6,3,6,3,0,0,0,0,0,0,0,0,0,20,1,5,0,6,3,3,6810,536,20
U14240,0,M,45,B,K,Z,A,0,1,1,1,0,1,0,1,1169,1,4,4,8,7,5,2,6,0,1,0,0,0,0,0,0,20,0,4,0,7,10,1,6564,4078,40
U14194,0,M,51,B,A,C,C,0,0,0,1,0,1,0,0,-1,0,-1,-1,1,2,7,2,0,0,0,0,0,1,5,0,1,30,1,5,0,8,7,3,7078,4017,10
U14019,0,M,40,B,C,31,~,0,0,0,1,1,1,0,0,-1,1,3,-1,1,3,-1,2,0,0,0,0,0,1,3,0,0,35,1,5,,8,2,4,6623,2435,20
U13916,0,M,44,B,C,31,~,9,0,0,1,1,1,0,0,1193,1,3,3,1,4,-1,3,0,2,11,0,0,0,0,0,0,20,1,2,0,5,4,1,5937,5051,10
U13864,0,M,45,B,B,30,B,12,0,1,1,1,1,0,0,-1,1,4,4,8,7,8,2,0,11,0,0,0,0,0,0,0,20,1,3,0,7,3,1,6375,2891,40
U13760,0,F,44,B,A,C,~,0,0,1,1,1,0,0,0,-1,1,2,4,8,6,4,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,2,6735,230,20
U13561,0,F,46,B,B,30,B,6,0,0,1,1,1,0,1,1278,1,4,3,7,8,11,1,3,9,0,0,0,0,0,0,0,40,1,5,0,7,4,1,5421,5691,40
U13520,0,M,41,B,B,30,B,5,0,0,1,0,0,1,0,-1,0,-1,-1,1,1,5,3,0,0,0,0,0,1,0,0,3,10,0,0,0,7,3,1,5123,5416,20
U13470,0,F,41,B,Z,Z,A,6,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,8,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,1,4613,4625,20
U13361,0,M,43,B,K,30,B,1,0,0,1,1,1,0,1,1060,0,-1,3,8,3,-1,2,6,0,0,0,0,0,0,0,0,20,1,3,0,8,6,2,5360,2639,20
